city,date,fare,ride_id
Mcdonaldbury,2018-02-20 10:08:44,17.78,9107201476090
Lake Nicoleside,2018-02-22 08:13:45,15.86,1136691192164
Taylorfurt,2018-01-19 04:23:43,12.23,2250934845484
East Jessicastad,2018-02-01 05:00:10,6.42,4919511380159
New Andrew,2018-02-22 23:14:59,38.78,5461770768142
Josephville,2018-01-14 10:47:02,16.51,3371355743353
New Andrew,2018-03-01 12:20:15,12.02,7556194994609
Jacobsonmouth,2018-02-06 00:45:33,23.58,1693068515556
Ortegaberg,2018-01-01 20:16:02,27.8,0079902189786
New Christopher,2018-01-27 00:58:05,44.11,5409880409265
Dennisside,2018-01-02 10:16:45,37.27,5283586755358
Taylorfurt,2018-03-09 17:13:07,43.76,3949769455782
Davidborough,2018-01-13 04:32:05,17.99,1894653771641
Hollowayburgh,2018-01-29 23:34:55,32.53,2577260158782
West Robertland,2018-03-11 00:40:08,14.63,3487004147226
New Brandystad,2018-02-17 09:38:17,21.9,2259767161129
Curtismouth,2018-03-02 12:38:47,18.01,2183481824155
North Sara,2018-01-07 21:02:09,44.51,1155859068752
Dennisside,2018-01-08 23:14:48,29.51,3257071653377
Josephtown,2018-02-12 11:09:19,42.08,0061308799256
Mcdonaldbury,2018-01-02 19:57:22,20.33,2129358079358
Josephtown,2018-01-11 16:16:49,36.58,6864152012373
Gordonton,2018-01-01 05:26:05,16.73,2874795258889
Brianmouth,2018-02-22 05:41:03,42.65,3852307032577
Glendatown,2018-01-07 13:03:22,20.17,9134148594853
East Yvonneshire,2018-02-09 21:32:53,31.15,8168602036475
New Christopher,2018-02-25 02:53:06,33.46,9164372567392
Lake Lindsay,2018-01-09 14:25:02,34.04,9188819042464
Leeside,2018-02-17 05:34:30,33.27,0747488598833
Dennisside,2018-01-19 04:43:51,6.09,8828934346887
Taylorfurt,2018-02-24 11:11:02,15.02,9061911106893
New Matthewborough,2018-02-20 00:47:49,31.98,9441264695211
Josephville,2018-01-01 01:19:08,5.69,4035985904094
Josephtown,2018-01-18 21:06:35,7.09,4216102410128
Port Nancy,2018-02-15 14:11:37,25.87,2045671598034
Annaland,2018-03-09 13:34:27,12.98,4442017406646
Josephtown,2018-01-22 23:41:25,37.32,5820029989705
Lake Sarah,2018-01-28 09:38:12,42.64,6331565658677
Fergusonshire,2018-01-23 06:39:53,4.37,7220296646970
Glendatown,2018-02-12 09:39:13,29.03,0923630836125
Mcdonaldbury,2018-02-21 20:11:46,20.9,9299421897981
New Matthewborough,2018-01-07 23:12:46,16.23,1947535289007
South Joshua,2018-01-04 04:37:05,23.07,4028811071152
New Andrew,2018-01-08 21:01:59,22.98,6712868638021
Josephtown,2018-02-02 13:53:02,29.86,1130261407900
Glendatown,2018-02-03 01:32:07,18.83,1758386353065
Hollowayburgh,2018-02-14 08:27:47,19.5,7468402203758
Annaland,2018-02-11 08:13:27,9.55,4412742830955
Mcdonaldbury,2018-02-13 11:27:26,44.28,7073281555029
Curtismouth,2018-01-11 23:42:27,18.41,1884499792825
South Alyssa,2018-01-24 09:54:37,21.35,6997193323150
West Robertland,2018-02-04 18:01:06,9.96,8370298428520
Carlchester,2018-02-18 13:35:29,12.72,5773878552388
Mullinsbury,2018-03-02 15:29:04,11.24,6533122967080
New Brandystad,2018-02-13 02:45:20,32.84,8253780812109
Bryanbury,2018-02-12 10:30:26,4.9,6688395826784
Lake Sarah,2018-03-09 14:59:30,14.14,2908820721076
Leeside,2018-02-04 21:47:55,10.25,2633897577690
Edwardberg,2018-03-12 02:06:46,36.64,7452002036410
Annaland,2018-03-03 15:47:26,21.33,5576367712016
South Richardberg,2018-02-22 20:11:58,39.86,8654883513458
Lake Breanna,2018-02-07 10:25:27,39.91,1987129453544
Diazmouth,2018-01-06 23:21:57,31.28,4759557574774
Mcdonaldbury,2018-01-27 14:23:26,9.86,4923724461758
Hallville,2018-02-10 16:26:00,11.86,1466015894116
Mullinsbury,2018-01-17 14:59:01,35.13,2919164884556
Mullinsbury,2018-02-18 15:05:56,19.89,6236270957391
Lake Nicoleside,2018-01-29 00:42:40,39.68,4896742705398
Kingtown,2018-01-26 01:25:29,26.78,3186962363944
Mullinsbury,2018-02-22 02:05:31,5.95,8933090793892
Hollowayburgh,2018-01-05 04:51:03,34.39,5380040155522
West Robertland,2018-01-15 10:45:34,11.93,9909916336405
Willismouth,2018-02-26 12:20:51,13.31,1347087937034
New Andrew,2018-02-04 13:26:00,35.08,2276554919619
New Christopher,2018-02-18 13:27:52,20.93,2869452924689
Dunlapmouth,2018-03-05 03:45:48,11.67,6595187266737
Curtismouth,2018-02-25 21:34:44,31.81,2343178173281
South Joshua,2018-03-06 12:31:25,10.47,0931722041869
Taylorfurt,2018-02-19 12:42:53,26.64,1966991627000
Johnmouth,2018-02-07 02:33:53,40.9,9772064591732
Josephtown,2018-02-17 21:18:48,38.38,1373590115300
West Kellyton,2018-02-26 07:08:16,18.16,0737207869573
Lake Lindsay,2018-02-26 09:50:21,11.03,0290009244028
Lukeport,2018-01-13 12:57:34,34.02,7669811646642
Dennisside,2018-01-26 10:20:12,43.95,1513911702332
Rodriguezborough,2018-01-02 06:08:36,37.92,6119978391097
West Tylerborough,2018-02-17 19:46:47,17.21,0564065008406
Brianmouth,2018-01-14 14:25:22,12.1,7236438933631
Howardshire,2018-01-25 04:31:17,13.7,6662999938135
Bryanbury,2018-01-01 22:51:34,19.99,3345996960981
North Samantha,2018-01-13 18:14:54,13.29,3104418673058
Lake Kariport,2018-01-31 22:31:53,27.8,0871510866529
Lake Patriciaside,2018-03-12 07:30:48,6.34,5802198376418
West Robertland,2018-01-16 21:45:40,25.95,6151358399941
East Jessicastad,2018-01-20 22:07:37,5.85,5472996761275
Fergusonshire,2018-03-01 10:23:43,9.01,9257536318791
Rodriguezborough,2018-01-26 13:19:56,14.32,5143517893439
Edwardberg,2018-02-02 18:08:19,16.18,2353018759773
Lukeport,2018-01-01 01:00:52,35.61,4084924128084
Lake Sarah,2018-03-01 06:45:57,37.57,4398679769868
Taylorfurt,2018-01-02 05:37:42,40.49,9700493341192
Dunlapmouth,2018-02-09 03:08:28,25.01,7763247787778
Gordonton,2018-02-28 13:29:01,43.42,0565601919682
Benjaminport,2018-02-19 16:03:29,12.58,9074146838781
Wisetown,2018-02-12 23:27:38,15.05,4996806393919
Perezland,2018-03-04 04:26:45,28.71,7060167402683
South Joshua,2018-02-25 01:47:49,42.31,4210696749756
Willismouth,2018-01-01 15:51:05,30.89,9599186517712
Leeside,2018-03-07 15:58:09,43.82,2253485168088
Curtismouth,2018-01-28 04:13:18,11.64,4414075932085
Ortegaberg,2018-01-27 10:01:50,16.63,0364121359493
Howardshire,2018-01-24 14:36:25,17.52,4400386161955
Mcdonaldbury,2018-03-06 02:48:20,34.5,0290824524718
Mcdonaldbury,2018-01-09 11:25:52,42.93,7152996967140
Ortegaberg,2018-02-18 07:08:52,8.07,5637422240445
Johnmouth,2018-02-08 01:54:28,6.23,0127877921334
New Richard,2018-02-25 11:31:14,25.9,6403811871151
Hollowayburgh,2018-03-04 05:13:05,21.14,6576908147191
Marshallside,2018-02-17 10:23:08,8.44,4205824966594
Dennisside,2018-01-22 21:21:17,39.96,1851663604536
Taylorfurt,2018-02-11 19:39:40,27.59,2630165533648
Davidborough,2018-02-17 18:58:24,38.81,9504384604355
New Christopher,2018-02-02 08:33:04,29.6,7635168766852
Taylorfurt,2018-01-24 10:13:34,32.32,2895908923371
Lukeport,2018-01-27 20:44:23,6.26,7184766286090
Hollowayburgh,2018-03-01 09:24:02,29.36,6983857517379
West Robertland,2018-01-20 11:14:41,21.19,0739135374884
Bryanbury,2018-02-10 03:38:23,4.61,1978102702841
Wisetown,2018-01-29 09:04:21,11.02,8671412348299
Brianmouth,2018-01-10 02:59:52,15.89,9360456111530
Mullinsbury,2018-01-08 03:55:22,6.85,4092631785964
East Jenniferborough,2018-03-08 11:36:44,25.75,4140381124370
Kingtown,2018-02-02 19:33:54,22.59,5343965969285
Lake Breanna,2018-02-23 17:58:35,38.17,9617109082687
North Sara,2018-01-28 22:55:07,26.54,8264470013232
Brianmouth,2018-03-09 02:56:58,26.02,1558997278043
Lukeport,2018-02-18 17:01:47,30.33,9971953259856
Rodriguezborough,2018-01-10 03:35:56,8.29,9372992940925
Dunlapmouth,2018-02-02 12:14:21,9.44,0827872630070
New Christopher,2018-01-22 14:43:19,8.43,7508718829355
Lake Breanna,2018-01-13 16:56:50,24.86,4013991480023
Baileychester,2018-02-17 19:01:43,43.05,1914438144146
Lake Kariport,2018-02-03 12:51:00,4.63,6546918026960
Josephville,2018-01-25 21:36:25,20.37,9824315044501
South Jessica,2018-02-21 00:59:38,29.61,9885688477358
Carlchester,2018-01-15 17:33:26,16.03,4143187917238
Brianmouth,2018-03-04 19:04:36,33.67,3082161699665
Josephville,2018-02-11 21:35:31,25.8,3813409410540
Perezland,2018-02-10 00:01:49,40.85,1288510699269
West Kellyton,2018-02-19 01:17:51,40.09,9728321688332
Willismouth,2018-02-12 10:56:53,5.9,7685283194702
East Jessicastad,2018-01-12 21:38:51,43.36,9685184693760
Josephtown,2018-03-03 19:33:58,16.11,2234378001613
North Sara,2018-02-14 03:51:44,27.67,1269047821279
South Richardberg,2018-01-09 08:38:37,11.34,1636143627676
North Sara,2018-01-30 02:13:39,22.13,1297636320919
Dennisside,2018-02-18 16:23:31,9.59,0000349449058
West Kellyton,2018-03-09 02:17:14,44.91,2489954256035
New Adam,2018-01-06 23:59:46,17.36,0050555519717
East Yvonneshire,2018-01-18 03:56:54,27.1,0643326615550
Johnmouth,2018-03-10 01:10:40,40.57,9233530091670
New Adam,2018-01-31 22:11:36,14.8,1247527934596
New Adam,2018-02-23 18:16:09,4.52,0991810975223
Johnmouth,2018-02-26 22:39:06,37.76,1054971192270
New Andrew,2018-03-02 20:15:59,14.94,0964848550021
Taylorfurt,2018-01-29 15:13:32,36.8,0257793408661
New Matthewborough,2018-01-01 22:52:53,24.56,3756065308977
Glendatown,2018-01-16 23:44:34,39.89,9627163789606
Mcdonaldbury,2018-01-31 16:34:49,16.68,3880202078499
Leeside,2018-02-04 10:28:24,24.61,9095179075837
Lake Nicoleside,2018-02-26 02:11:07,8.49,5539124647075
Ortizland,2018-02-13 23:08:04,29.27,7105323002335
Virginiafurt,2018-02-18 21:10:54,11.87,4531203002950
East Jessicastad,2018-03-11 04:52:23,26.47,6852820149957
Lake Sarah,2018-03-07 12:56:43,26.32,6827573038049
Leeside,2018-01-25 09:40:00,12.23,2038657023187
South Jessica,2018-01-11 20:02:04,16.65,2180534121520
New Christopher,2018-02-24 03:34:25,21.66,3317434096590
Ortegaberg,2018-02-25 05:51:43,5.59,6244016738043
Glendatown,2018-02-11 07:18:48,19.63,7519043917129
Diazmouth,2018-01-31 03:15:08,4.3,3293623873602
East Jenniferborough,2018-02-20 11:08:25,39.98,3892862494014
Port Nancy,2018-01-17 12:27:40,34.83,7930292205247
Lake Sarah,2018-01-15 23:14:16,6.96,6507023581027
New Richard,2018-01-13 15:19:42,15.32,4624551370212
New Richard,2018-02-15 20:51:05,4.68,1654724416457
East Yvonneshire,2018-03-10 12:43:32,28.46,5533843021451
Virginiafurt,2018-02-25 22:21:36,40.27,8133947257663
Hallville,2018-01-02 02:53:26,43.76,9878952874083
Jackstad,2018-02-02 02:57:07,5.73,9530120125693
Port Nancy,2018-01-27 07:34:19,4.86,2613757697515
Virginiafurt,2018-02-07 21:44:07,14.56,6037266446932
Jacobsonmouth,2018-03-01 10:53:53,13.16,8050424564406
Mullinsbury,2018-01-03 07:59:54,11.83,4540040610655
South Richardberg,2018-02-02 22:49:21,19.2,6811377191703
Kingtown,2018-02-17 13:18:57,8.7,1437955040956
Hollowayburgh,2018-03-04 23:47:28,24.91,3594335912529
Rodriguezborough,2018-01-11 01:58:39,12.2,6463013983694
Lake Lindsay,2018-02-02 13:40:08,31.35,8399740642635
Mullinsbury,2018-01-04 04:38:18,6.44,5288673191675
North Sara,2018-02-04 20:47:12,8.21,5045170109561
Taylorfurt,2018-01-14 00:55:51,15.28,1670633550600
Lukeport,2018-02-26 20:00:28,8.96,8563763840341
East Kristina,2018-01-15 02:39:33,4.39,3647557829066
Wisetown,2018-01-02 02:31:58,23.7,1452177276556
West Robertland,2018-01-19 13:44:35,42.31,3262229227607
South Richardberg,2018-02-02 18:12:42,7.17,5938117667715
Dunlapmouth,2018-02-28 07:17:25,5.69,0330895569635
Lake Lindsay,2018-03-03 11:19:29,4.73,6114503766364
South Alyssa,2018-02-15 10:06:25,13.54,9350226362651
New Brandystad,2018-02-05 19:07:38,19.02,2188434552710
South Joshua,2018-02-25 04:20:21,27.92,2417195798960
Wisetown,2018-01-11 10:59:15,27.79,7761177491994
Willismouth,2018-01-16 22:45:30,37.08,6737052456595
Jackstad,2018-01-24 21:29:32,9.46,0639556552536
Carlchester,2018-02-15 10:14:21,4.66,0327193423097
Fergusonshire,2018-01-06 07:34:03,35.69,0151583680438
Taylorfurt,2018-01-29 23:42:24,13.35,4887730762950
Lake Lindsay,2018-01-01 02:37:15,7.87,6575430094591
Ortegaberg,2018-01-21 23:23:07,34.01,4104601942014
South Alyssa,2018-02-09 05:27:49,7.73,2909702722068
Kingtown,2018-01-08 05:50:51,11.55,0706879255649
East Jenniferborough,2018-03-03 16:00:00,30.93,9723274695383
Kevinland,2018-02-28 18:38:15,14.47,9656618439957
Michellebury,2018-03-04 04:31:02,41.99,7410897126104
West Dawn,2018-01-24 13:36:14,40.62,1513125097859
Port Tinafurt,2018-01-25 15:25:12,20.21,8501701796916
West Justin,2018-02-26 10:47:04,13.14,6031225493470
Lake Misty,2018-01-28 10:36:19,33.6,7321616994334
Michellebury,2018-03-10 08:30:06,21.48,5114107266179
Garcialand,2018-01-06 05:01:56,44.37,4857175374063
Martinezside,2018-01-19 05:15:39,30.78,1140956011909
South Kenneth,2018-02-04 09:21:34,36.94,4221471929423
Michellebury,2018-02-06 23:51:45,41.4,6342463104258
Joseberg,2018-03-02 23:53:32,14.6,5153677497828
Lake Markborough,2018-02-21 07:20:50,46.43,1009015147402
North Mike,2018-01-13 05:15:54,32.76,4659279258665
West Charles,2018-01-16 12:54:44,32.91,7736758238879
Morrowbury,2018-02-11 02:20:49,39.38,2610090011435
Martinfort,2018-02-07 21:21:14,35.56,8048101137227
Port Nicholasfurt,2018-02-14 12:53:53,33.82,4067397474599
Amandashire,2018-01-14 01:02:35,28.67,7377734653240
New Ruth,2018-01-27 11:04:53,29.14,5739924231959
East Hannahbury,2018-02-12 13:57:10,31.42,9684120642398
Martinezside,2018-02-11 19:09:38,19.25,4465496777380
East Donnaburgh,2018-01-26 03:57:42,46.08,9243432257258
South Ericamouth,2018-01-09 07:05:49,49.93,8899772609038
South Tara,2018-02-19 17:41:28,37.05,7310902401564
South Tara,2018-01-11 02:47:24,22.07,2668860201487
South Tara,2018-02-11 17:25:25,30.43,7661812502804
East Loriside,2018-01-03 14:19:59,43.84,9600253907784
East Loriside,2018-03-07 14:38:56,21.17,2752374464961
North Mike,2018-03-07 10:17:56,36.61,0654508509628
Patrickhaven,2018-01-25 16:45:54,40.13,5544177179084
West Charles,2018-01-16 04:22:23,29.86,8161077142177
Dominguezborough,2018-01-11 18:15:11,16.56,7279659037184
Martinfort,2018-01-27 22:48:25,47.79,4868038398980
Martinfort,2018-02-28 23:25:21,35.08,8961584907944
East Hannahbury,2018-01-10 13:11:43,47.82,9011587276796
Port Tinafurt,2018-02-15 04:00:20,38.2,8301736544151
Morrowbury,2018-01-12 00:21:27,48.31,6611038239245
South Kenneth,2018-01-30 04:57:31,27.42,3511917748772
New Ruth,2018-02-12 11:25:08,32.02,1312511011451
Kevinland,2018-02-28 01:50:25,34.5,4250950740044
Rodriguezville,2018-03-05 10:50:17,38.76,4175180771517
Martinfort,2018-02-19 13:59:55,19.75,9677326465465
New Brittany,2018-01-06 06:10:11,45.08,0901714082408
New Ruth,2018-03-10 15:58:49,38.56,7887567684675
West Charles,2018-03-02 10:36:23,23.0,8584349645655
East Donnaburgh,2018-03-03 03:23:19,43.31,8703040575645
Serranotown,2018-02-17 11:57:51,21.04,4900557261069
South Tara,2018-03-10 10:18:23,15.73,5645207895827
West Dawn,2018-02-26 10:48:45,24.04,9215697282283
Martinfort,2018-01-13 04:18:16,49.25,2905337758366
Martinezside,2018-02-01 03:40:36,36.38,5229922458101
Lake Jaredstad,2018-01-27 05:39:50,14.87,9317748259180
Kevinland,2018-02-20 06:41:15,34.42,1787927063767
West Charles,2018-03-05 12:53:35,33.36,8116857674577
Michellebury,2018-03-02 15:47:42,35.67,6334785272739
Garcialand,2018-02-15 05:51:21,44.07,9604727155091
Morrowbury,2018-02-12 15:24:09,16.2,6111913605979
East Donnaburgh,2018-01-02 21:42:28,34.98,1002277766978
North Davidport,2018-01-09 20:04:57,29.82,9379653873639
East Loriside,2018-01-08 14:00:59,18.24,4095444476159
South Ericamouth,2018-02-12 13:13:21,36.26,7886624148839
North Cindyberg,2018-02-03 06:31:02,49.84,4585125841067
Lake Eugene,2018-01-12 08:18:00,38.33,0425100484633
South Ericamouth,2018-02-12 12:48:12,12.08,9159040309237
Amandashire,2018-03-02 13:32:06,29.15,6540420787494
Garcialand,2018-03-11 03:03:09,31.03,9158260080421
North Davidport,2018-01-03 08:06:58,44.01,0784403419316
New Kristina,2018-01-09 07:37:02,41.26,6697518458993
New Ruth,2018-03-10 18:21:03,47.67,8634541984936
West Justin,2018-02-06 14:30:43,17.02,0588903994904
Stephanieland,2018-02-25 09:38:11,37.57,3302983469759
North Mike,2018-03-01 14:30:37,42.31,4947733946839
Stephanieland,2018-01-18 17:09:11,44.84,8811304498408
North Mike,2018-02-22 13:36:24,35.2,1205161752068
North Walter,2018-02-15 01:56:54,16.23,9672661966158
Macdonaldview,2018-01-03 01:16:05,46.76,5838734151539
Lake Eugene,2018-01-07 05:03:28,15.06,2945750995870
Lake Eugene,2018-01-05 19:10:47,42.06,2995149992478
Amandashire,2018-01-10 15:26:36,38.81,4074456503961
Lake Jaredstad,2018-01-16 01:06:43,49.33,2280050259995
Joseberg,2018-03-04 07:06:48,12.28,1359462722289
Rodriguezville,2018-02-04 07:00:48,47.75,7373803986851
Stephanieland,2018-01-05 12:17:29,14.08,1816226981929
South Ericamouth,2018-03-10 23:36:50,24.35,3973010662025
Morrowbury,2018-01-12 13:42:20,40.99,9859765072927
Stephanieland,2018-03-06 08:20:22,24.44,6773852545404
Thompsonbury,2018-03-04 09:52:32,27.57,0708656331218
South Kenneth,2018-01-27 18:08:40,22.83,3507943367612
North Cindyberg,2018-01-10 05:55:41,12.88,7815033939820
Lake Eugene,2018-02-10 16:00:12,36.37,5865962150942
Lake Eugene,2018-03-03 11:21:50,27.54,3742451027614
Morrowbury,2018-02-27 04:53:15,18.36,7283769235514
South Kenneth,2018-01-21 03:53:52,25.03,5020470187396
Garcialand,2018-02-28 15:10:00,38.48,9342668382298
Patrickhaven,2018-03-08 09:22:32,17.55,6044042636173
Lake Markborough,2018-01-29 17:55:31,16.62,2027002736155
Martinezside,2018-01-25 08:31:52,27.17,5725096845339
Port Jonathonstad,2018-03-07 09:41:18,36.37,1791867800146
Lake Eugene,2018-03-02 13:35:42,40.98,3394574270011
Stevenside,2018-02-18 03:08:42,42.1,6468868972336
Martinezside,2018-01-29 22:04:03,40.91,5676197316795
Kevinland,2018-02-09 16:18:43,46.9,2737307152924
South Tara,2018-01-17 21:52:45,18.19,1932419287736
West Dawn,2018-02-20 21:13:32,22.09,2342790335367
Morrowbury,2018-01-25 02:18:54,25.48,7396120125550
North Walter,2018-01-07 07:12:37,12.07,0371059404287
North Walter,2018-01-01 13:45:57,49.98,2595042562268
South Ericamouth,2018-02-07 07:03:54,13.11,1182381629250
Stephanieland,2018-03-05 09:31:31,36.49,7485161585901
Lake Markborough,2018-01-29 16:27:54,35.04,7123488328411
Phillipschester,2018-01-06 04:31:28,26.33,6626231432669
Macdonaldview,2018-01-16 22:19:43,30.16,5666505435331
East Hannahbury,2018-01-23 02:14:40,26.7,1110329403013
Amandashire,2018-01-24 11:23:08,48.91,5165962475510
Adamsfurt,2018-01-17 12:49:45,34.95,5029178969693
East Loriside,2018-01-12 11:41:09,35.43,3354034199986
West Charles,2018-02-17 05:03:21,37.86,4305347510011
Rodriguezville,2018-01-09 11:43:38,33.68,0934888972855
Adamsfurt,2018-01-15 04:28:23,47.53,1616520287020
West Justin,2018-02-16 12:45:00,32.57,0160645133690
East Loriside,2018-01-08 22:21:05,37.87,6273011337890
Adamsfurt,2018-01-12 22:57:45,32.96,4664477840468
Port Tinafurt,2018-02-13 10:09:05,32.65,4931766949615
Lake Jaredstad,2018-02-26 21:20:05,22.14,3662271334856
Dominguezborough,2018-03-02 23:12:13,18.82,3981483212234
West Dawn,2018-02-08 02:08:40,17.38,5759760187821
North Walter,2018-01-19 09:42:36,18.96,0073990507194
Lake Eugene,2018-01-28 13:43:49,16.65,6065658617974
Amandashire,2018-02-11 22:20:56,43.73,0076040905100
Phillipschester,2018-02-03 07:59:13,17.7,0607586145370
North Walter,2018-01-20 01:58:16,49.62,1222234792813
New Brittany,2018-02-20 23:03:16,39.67,3216150434887
Phillipschester,2018-03-10 05:37:41,24.53,8434421916459
Port Bonnie,2018-01-27 04:42:40,40.59,1744058484496
West Charles,2018-02-23 20:07:37,20.46,3102216268124
Martinfort,2018-02-15 19:05:34,48.74,8007950508381
Amandashire,2018-01-09 10:47:54,39.01,8061261316257
East Hannahbury,2018-03-03 19:56:13,23.45,9472814070189
North Davidport,2018-02-06 13:47:30,24.38,3199348465194
West Dawn,2018-02-13 16:14:42,27.52,3553368666762
New Brittany,2018-03-06 13:22:41,30.86,5052086400514
Martinezside,2018-02-04 02:59:14,18.13,5619864236705
New Brittany,2018-01-26 12:43:59,12.53,2683099203415
Amandashire,2018-02-09 12:55:09,37.1,4036532888393
Thompsonbury,2018-01-17 06:58:01,28.53,3169190164057
Lake Jaredstad,2018-03-04 21:07:09,34.57,8103153697232
Lake Markborough,2018-02-13 22:18:17,40.6,5619137614667
New Brittany,2018-01-27 09:47:01,15.26,5259940190196
Dominguezborough,2018-01-01 13:56:16,48.85,2183476192528
Thompsonbury,2018-01-14 11:00:49,16.85,5899816380308
Kevinland,2018-02-22 17:48:19,40.65,8699912008246
Joseberg,2018-01-14 08:08:34,31.25,8711714936326
Morrowbury,2018-02-09 21:59:25,24.65,5810297180881
Garcialand,2018-01-20 14:44:57,12.17,4435586491779
Martinezside,2018-02-06 19:36:17,31.14,6594077875219
Macdonaldview,2018-01-16 20:43:29,28.29,2713126445805
Lake Misty,2018-02-24 03:29:57,37.89,2424391230675
East Hannahbury,2018-02-11 18:30:53,13.28,1403633899888
Kevinland,2018-02-18 06:48:11,46.36,6871875524786
Port Bonnie,2018-01-27 02:19:26,13.53,5934216132253
New Kristina,2018-01-02 12:13:35,43.18,3695103984615
Garcialand,2018-01-06 15:30:36,16.37,6886153350230
Lake Jaredstad,2018-02-06 16:26:53,19.4,2849660883930
North Mike,2018-03-04 02:54:25,16.15,4681998094354
Port Nicholasfurt,2018-02-24 05:59:19,13.17,0434319936741
Stevenside,2018-03-05 04:42:58,15.84,2979871803349
Amandashire,2018-01-20 03:22:48,26.05,4921172356251
Garcialand,2018-02-25 02:10:54,43.11,4932772042918
East Hannahbury,2018-01-04 10:12:27,29.0,1926572505172
Patrickhaven,2018-01-11 14:55:47,16.53,6442097171456
East Loriside,2018-03-02 23:53:07,23.1,2698565875034
Patrickhaven,2018-01-20 17:51:56,36.7,4095290684661
Dominguezborough,2018-02-07 14:11:46,37.23,7473712534874
East Donnaburgh,2018-01-07 06:08:35,19.72,9881718495347
Port Nicholasfurt,2018-01-05 01:05:12,15.54,1791886766874
Joseberg,2018-01-24 19:27:03,36.46,8606309951481
Patrickhaven,2018-02-10 10:12:04,17.71,4220550553092
East Loriside,2018-02-10 02:23:08,16.87,1544178851730
Port Nicholasfurt,2018-01-29 12:24:58,15.04,7520799319563
East Donnaburgh,2018-02-02 02:00:32,28.47,3317579995390
Dominguezborough,2018-01-13 13:47:10,40.38,8306167196139
Michellebury,2018-01-31 20:43:08,20.47,2771884721210
Lake Misty,2018-01-15 08:48:35,40.78,5256764437322
North Cindyberg,2018-01-18 15:41:02,36.15,5826618084448
West Justin,2018-02-04 10:28:52,41.3,8088457874780
East Donnaburgh,2018-03-09 18:38:53,38.1,9167663533977
Phillipschester,2018-01-20 06:18:06,34.19,2817008829322
Port Bonnie,2018-02-21 22:56:21,16.09,3913190777515
South Kenneth,2018-02-23 15:38:12,31.54,8845488948725
Rodriguezville,2018-01-01 19:13:47,48.36,8065714978733
Port Nicholasfurt,2018-01-05 07:05:05,20.09,5938325341643
South Kenneth,2018-01-14 02:27:01,28.94,7269023050048
Lake Misty,2018-01-30 01:43:40,46.91,0589654990283
North Walter,2018-01-12 21:51:33,18.31,5498811131986
East Hannahbury,2018-02-04 21:44:01,48.12,4671978574631
West Dawn,2018-02-16 06:09:35,23.81,3790556333253
Stephanieland,2018-03-04 20:30:10,47.99,2643428471373
East Donnaburgh,2018-02-25 19:45:21,46.21,0478014820660
Morrowbury,2018-01-23 22:41:14,35.37,5789408988176
Lake Jaredstad,2018-02-24 04:29:24,42.9,3852869731499
South Kenneth,2018-02-01 08:44:06,49.6,7937960327966
Stevenside,2018-01-09 16:32:30,27.22,0161703817842
Amandashire,2018-01-10 09:02:29,21.67,9032791537664
Kevinland,2018-01-28 07:22:29,17.53,9688686008056
East Donnaburgh,2018-01-07 09:02:20,13.64,1099347838697
Lake Misty,2018-02-13 15:07:56,13.06,7320829916447
Lake Eugene,2018-02-13 21:09:26,29.39,0882990529224
Joseberg,2018-02-10 06:26:49,25.52,3407671297703
Lake Misty,2018-02-22 01:14:51,38.39,6098844729885
North Mike,2018-01-29 06:47:02,40.86,2345351605299
Lake Markborough,2018-02-25 08:14:43,42.62,4258033692235
New Brittany,2018-03-01 21:37:57,47.09,8797068417186
Thompsonbury,2018-02-02 06:57:39,21.91,5834831788449
New Ruth,2018-02-28 16:37:03,44.45,0464671669063
Lake Jaredstad,2018-02-11 06:02:28,39.98,6100009743701
Lake Eugene,2018-02-07 13:23:36,29.71,4634021361787
East Loriside,2018-01-25 04:47:40,40.28,2129263752551
Stevenside,2018-01-26 01:49:54,17.34,4526381767036
Stephanieland,2018-01-31 01:01:21,36.19,1714472983738
Port Tinafurt,2018-02-23 09:31:49,44.73,8230094120311
New Brittany,2018-01-14 13:17:42,20.95,2653373619119
New Ruth,2018-02-10 21:09:57,29.47,7882197263726
East Donnaburgh,2018-02-17 00:38:50,31.64,0242907946979
Amandashire,2018-02-20 14:32:39,30.32,6292530717969
Garcialand,2018-03-01 17:27:31,13.26,5319880707639
West Justin,2018-02-14 13:49:45,47.01,2879391740028
Thompsonbury,2018-01-01 03:14:53,23.81,5045436486283
Patrickhaven,2018-02-14 18:32:57,32.9,3143432093411
North Mike,2018-02-04 15:22:49,12.07,5672412446544
New Kristina,2018-02-22 06:45:44,36.64,9360058092350
West Justin,2018-03-03 10:10:06,20.52,9281631335551
West Dawn,2018-03-05 12:07:32,12.12,7655392310447
West Charles,2018-01-09 13:19:27,25.84,5610769569776
Adamsfurt,2018-02-27 11:57:19,20.07,2721634436635
Port Jonathonstad,2018-02-07 22:37:19,42.61,7670919852538
West Dawn,2018-02-07 14:14:44,36.36,6429812470582
Lake Eugene,2018-02-19 05:50:17,30.32,3297426246243
North Cindyberg,2018-02-05 20:41:25,19.04,3982137279023
Port Jonathonstad,2018-01-08 11:13:21,37.05,1730719324614
North Cindyberg,2018-01-19 20:00:38,16.83,8379216300344
Garcialand,2018-03-03 13:28:30,34.63,1523183857043
Stephanieland,2018-01-17 23:14:37,31.33,8341797659555
